,Date,KLP AksjeNorden Indeks {NOK},C WorldWide Norden {NOK},SEB Nordenfond {SEK},Allianz Europe Equity Growth R EUR {EUR},Allianz Europe Equity Value I EUR {EUR},iShares Europe Equity Index (LU) A2 EUR {EUR},BGF US Growth A2 {USD},BGF US Basic Value D2 {USD},iShares North America Eq Idx (LU) A2 USD {USD},BGF Asian Growth Leaders D2 {USD},BGF Asian Growth Leaders D2.1 {USD},JPM Asia Pacific Equity A (acc) USD {USD},NT All Cntry Asia exJpnCst ESG EqIdx C € {EUR}
1860,2001-01-01,1437.21,4834.94,13.75,96.26,1123.15,151.12,11.9,,189.71,17.75,17.78,,16.22
1861,2001-01-02,1420.17,4807.11,13.82,96.26,1123.15,151.12,11.8,,189.71,17.75,17.78,,16.22
1862,2001-01-03,1357.2,4558.65,13.19,96.26,1123.15,151.12,11.47,,189.71,17.75,17.78,,16.22
1863,2001-01-04,1420.46,4741.71,13.78,96.26,1123.15,151.12,11.73,,189.71,17.75,17.78,,16.22
1864,2001-01-05,1436.8,4802.62,13.91,96.26,1123.15,151.12,11.43,,189.71,17.75,17.78,,16.22
1865,2001-01-06,1436.76,4802.62,13.91,96.26,1123.15,151.12,11.43,,189.71,17.75,17.78,,16.22
1866,2001-01-07,1436.72,4802.62,13.91,96.26,1123.15,151.12,11.43,,189.71,17.75,17.78,,16.22
1867,2001-01-08,1419.75,4718.28,13.7,96.26,1123.15,151.12,11.24,,189.71,17.75,17.78,,16.22
1868,2001-01-09,1407.68,4592.58,13.42,96.26,1123.15,151.12,11.12,,189.71,17.75,17.78,,16.22
1869,2001-01-10,1381.17,4532.04,13.24,96.26,1123.15,151.12,11.15,,189.71,17.75,17.78,,16.22
1870,2001-01-11,1384.59,4564.05,13.28,96.26,1123.15,151.12,11.24,,189.71,17.75,17.78,,16.22
1871,2001-01-12,1425.36,4714.92,13.68,96.26,1123.15,151.12,11.31,,189.71,17.75,17.78,,16.22
1872,2001-01-13,1425.32,4714.92,13.68,96.26,1123.15,151.12,11.31,,189.71,17.75,17.78,,16.22
1873,2001-01-14,1425.28,4714.92,13.68,96.26,1123.15,151.12,11.31,,189.71,17.75,17.78,,16.22
1874,2001-01-15,1432.73,4756.75,13.8,96.26,1123.15,151.12,11.31,,189.71,17.75,17.78,,16.22
1875,2001-01-16,1415.22,4675.87,13.67,96.26,1123.15,151.12,11.27,,189.71,17.75,17.78,,16.22
1876,2001-01-17,1436.82,4815.4,13.96,96.26,1123.15,151.12,11.43,,189.71,17.75,17.78,,16.22
1877,2001-01-18,1450.82,4835.7,14.09,96.26,1123.15,151.12,11.35,,189.71,17.75,17.78,,16.22
1878,2001-01-19,1470.86,4931.81,14.31,96.26,1123.15,151.12,11.3,,189.71,17.75,17.78,,16.22
1879,2001-01-20,1470.82,4931.81,14.31,96.26,1123.15,151.12,11.3,,189.71,17.75,17.78,,16.22
1880,2001-01-21,1470.77,4931.81,14.31,96.26,1123.15,151.12,11.3,,189.71,17.75,17.78,,16.22
1881,2001-01-22,1444.29,4827.06,14.08,96.26,1123.15,151.12,11.21,,189.71,17.75,17.78,,16.22
1882,2001-01-23,1444.56,4829.04,14.07,96.26,1123.15,151.12,11.31,,189.71,17.75,17.78,,16.22
1883,2001-01-24,1464.89,4890.97,14.24,96.26,1123.15,151.12,11.46,,189.71,17.75,17.78,,16.22
1884,2001-01-25,1453.57,4829.48,14.22,96.26,1123.15,151.12,11.53,,189.71,17.75,17.78,,16.22
1885,2001-01-26,1445.07,4787.37,13.81,96.26,1123.15,151.12,11.63,,189.71,17.75,17.78,,16.22
1886,2001-01-27,1445.03,4787.37,13.81,96.26,1123.15,151.12,11.63,,189.71,17.75,17.78,,16.22
