,Date,KLP AksjeNorden Indeks {NOK},C WorldWide Norden {NOK},SEB Nordenfond {SEK},Allianz Europe Equity Growth R EUR {EUR},Allianz Europe Equity Value I EUR {EUR},iShares Europe Equity Index (LU) A2 EUR {EUR},BGF US Growth A2 {USD},BGF US Basic Value D2 {USD},iShares North America Eq Idx (LU) A2 USD {USD},BGF Asian Growth Leaders D2 {USD},BGF Asian Growth Leaders D2.1 {USD},JPM Asia Pacific Equity A (acc) USD {USD},NT All Cntry Asia exJpnCst ESG EqIdx C € {EUR}
3686,2006-01-01,1642.02,4605.88,15.1,96.26,1123.15,151.12,9.86,90.85,189.71,17.75,17.78,19.88,16.22
3687,2006-01-02,1651.03,4611.92,15.16,96.26,1123.15,151.12,9.83,90.85,189.71,17.75,17.78,19.88,16.22
3688,2006-01-03,1656.43,4631.82,15.25,96.26,1123.15,151.12,9.89,90.85,189.71,17.75,17.78,19.88,16.22
3689,2006-01-04,1668.56,4668.29,15.31,96.26,1123.15,151.12,10.03,90.85,189.71,17.75,17.78,19.88,16.22
3690,2006-01-05,1668.08,4671.57,15.33,96.26,1123.15,151.12,10.08,90.85,189.71,17.75,17.78,19.88,16.22
3691,2006-01-06,1665.63,4673.31,15.33,96.26,1123.15,151.12,10.12,90.85,189.71,17.75,17.78,19.88,16.22
3692,2006-01-07,1665.63,4673.31,15.33,96.26,1123.15,151.12,10.12,90.85,189.71,17.75,17.78,19.88,16.22
3693,2006-01-08,1665.63,4673.31,15.33,96.26,1123.15,151.12,10.12,90.85,189.71,17.75,17.78,19.88,16.22
3694,2006-01-09,1678.7,4717.96,15.36,96.26,1123.15,151.12,10.17,90.85,189.71,17.75,17.78,19.88,16.22
3695,2006-01-10,1672.98,4697.72,15.23,96.26,1123.15,151.12,10.16,90.85,189.71,17.75,17.78,19.88,16.22
3696,2006-01-11,1688.01,4729.37,15.28,96.26,1123.15,151.12,10.17,90.85,189.71,17.75,17.78,19.88,16.22
3697,2006-01-12,1696.39,4756.99,15.28,96.26,1123.15,151.12,10.18,90.85,189.71,17.75,17.78,19.88,16.22
3698,2006-01-13,1679.08,4738.47,15.19,96.26,1123.15,151.12,10.08,90.85,189.71,17.75,17.78,19.88,16.22
3699,2006-01-14,1679.08,4738.47,15.19,96.26,1123.15,151.12,10.08,90.85,189.71,17.75,17.78,19.88,16.22
3700,2006-01-15,1679.08,4738.47,15.19,96.26,1123.15,151.12,10.08,90.85,189.71,17.75,17.78,19.88,16.22
3701,2006-01-16,1691.11,4759.95,15.22,96.26,1123.15,151.12,10.1,90.85,189.71,17.75,17.78,19.88,16.22
3702,2006-01-17,1686.31,4755.25,15.13,96.26,1123.15,151.12,10.1,90.85,189.71,17.75,17.78,19.88,16.22
3703,2006-01-18,1667.74,4718.51,14.9,96.26,1123.15,151.12,10.05,90.85,189.71,17.75,17.78,19.88,16.22
3704,2006-01-19,1681.27,4747.5,15.05,96.26,1123.15,151.12,10.05,90.85,189.71,17.75,17.78,19.88,16.22
3705,2006-01-20,1673.7,4759.33,15.06,96.26,1123.15,151.12,10.13,90.85,189.71,17.75,17.78,19.88,16.22
3706,2006-01-21,1673.7,4759.33,15.06,96.26,1123.15,151.12,10.13,90.85,189.71,17.75,17.78,19.88,16.22
3707,2006-01-22,1673.7,4759.33,15.06,96.26,1123.15,151.12,10.13,90.85,189.71,17.75,17.78,19.88,16.22
3708,2006-01-23,1659.55,4688.96,14.82,96.26,1123.15,151.12,9.97,90.85,189.71,17.75,17.78,19.88,16.22
3709,2006-01-24,1655.75,4718.51,14.86,96.26,1123.15,151.12,10.06,90.85,189.71,17.75,17.78,19.88,16.22
3710,2006-01-25,1671.39,4713.27,14.9,96.26,1123.15,151.12,10.08,90.85,189.71,17.75,17.78,19.88,16.22
3711,2006-01-26,1688.55,4748.13,14.95,96.26,1123.15,151.12,10.02,90.85,189.71,17.75,17.78,19.88,16.22
3712,2006-01-27,1714.94,4822.2,15.13,96.26,1123.15,151.12,10.11,90.85,189.71,17.75,17.78,19.88,16.22
3713,2006-01-28,1714.94,4822.2,15.13,96.26,1123.15,151.12,10.11,90.85,189.71,17.75,17.78,19.88,16.22
3714,2006-01-29,1714.94,4822.2,15.13,96.26,1123.15,151.12,10.11,90.85,189.71,17.75,17.78,19.88,16.22
3715,2006-01-30,1731.36,4883.12,15.2,96.26,1123.15,151.12,10.23,90.85,189.71,17.75,17.78,19.88,16.22
3716,2006-01-31,1727.48,4841.76,15.22,96.26,1123.15,151.12,10.17,90.85,189.71,17.75,17.78,19.88,16.22
3717,2006-02-01,1739.07,4887.58,15.36,96.26,1123.15,151.12,10.18,90.85,189.71,17.75,17.78,19.88,16.22
3718,2006-02-02,1726.76,4854.07,15.41,96.26,1123.15,151.12,10.16,90.85,189.71,17.75,17.78,19.88,16.22
3719,2006-02-03,1716.31,4820.56,15.29,96.26,1123.15,151.12,10.02,90.85,189.71,17.75,17.78,19.88,16.22
3720,2006-02-04,1716.31,4820.56,15.29,96.26,1123.15,151.12,10.02,90.85,189.71,17.75,17.78,19.88,16.22
