,Date,KLP AksjeNorden Indeks {NOK},C WorldWide Norden {NOK},SEB Nordenfond {SEK},Allianz Europe Equity Growth R EUR {EUR},Allianz Europe Equity Value I EUR {EUR},iShares Europe Equity Index (LU) A2 EUR {EUR},BGF US Growth A2 {USD},BGF US Basic Value D2 {USD},iShares North America Eq Idx (LU) A2 USD {USD},BGF Asian Growth Leaders D2 {USD},BGF Asian Growth Leaders D2.1 {USD},JPM Asia Pacific Equity A (acc) USD {USD},NT All Cntry Asia exJpnCst ESG EqIdx C € {EUR}
1494,2000-01-01,1596.89,4205.27,14.15,96.26,1123.15,,12.62,,,,17.78,,
1495,2000-01-02,1596.89,4205.27,14.15,96.26,1123.15,,12.62,,,,17.78,,
1496,2000-01-03,1626.0,4284.37,14.48,96.26,1123.15,,12.63,,,,17.78,,
1497,2000-01-04,1545.75,4084.81,13.81,96.26,1123.15,,12.8,,,,17.78,,
1498,2000-01-05,1492.46,3889.11,13.26,96.26,1123.15,,12.2,,,,17.78,,
1499,2000-01-06,1491.23,3886.94,13.26,96.26,1123.15,,11.95,,,,17.78,,
1500,2000-01-07,1508.34,3912.3,13.28,96.26,1123.15,,11.74,,,,17.78,,
1501,2000-01-08,1508.34,3912.3,13.28,96.26,1123.15,,11.74,,,,17.78,,
1502,2000-01-09,1508.34,3912.3,13.28,96.26,1123.15,,11.74,,,,17.78,,
1503,2000-01-10,1572.65,4125.89,13.89,96.26,1123.15,,12.14,,,,17.78,,
1504,2000-01-11,1554.87,4105.69,13.75,96.26,1123.15,,12.55,,,,17.78,,
1505,2000-01-12,1546.2,4070.89,13.72,96.26,1123.15,,12.3,,,,17.78,,
1506,2000-01-13,1572.71,4129.55,13.95,96.26,1123.15,,12.28,,,,17.78,,
1507,2000-01-14,1582.68,4196.31,14.18,96.26,1123.15,,12.5,,,,17.78,,
1508,2000-01-15,1582.68,4196.31,14.18,96.26,1123.15,,12.5,,,,17.78,,
1509,2000-01-16,1582.68,4196.31,14.18,96.26,1123.15,,12.5,,,,17.78,,
1510,2000-01-17,1593.14,4244.33,14.28,96.26,1123.15,,12.64,,,,17.78,,
1511,2000-01-18,1584.55,4247.38,14.18,96.26,1123.15,,12.78,,,,17.78,,
1512,2000-01-19,1553.88,4145.7,14.06,96.26,1123.15,,12.79,,,,17.78,,
1513,2000-01-20,1570.89,4215.4,14.19,96.26,1123.15,,12.93,,,,17.78,,
1514,2000-01-21,1566.2,4224.02,14.23,96.26,1123.15,,13.14,,,,17.78,,
1515,2000-01-22,1566.2,4224.02,14.23,96.26,1123.15,,13.14,,,,17.78,,
1516,2000-01-23,1566.2,4224.02,14.23,96.26,1123.15,,13.14,,,,17.78,,
1517,2000-01-24,1575.78,4260.38,14.47,96.26,1123.15,,13.23,,,,17.78,,
1518,2000-01-25,1550.13,4232.05,14.13,96.26,1123.15,,12.78,,,,17.78,,
1519,2000-01-26,1555.23,4277.39,14.25,96.26,1123.15,,12.95,,,,17.78,,
1520,2000-01-27,1557.58,4225.83,14.18,96.26,1123.15,,12.79,,,,17.78,,
1521,2000-01-28,1571.39,4306.5,14.37,96.26,1123.15,,12.67,,,,17.78,,
1522,2000-01-29,1571.39,4306.5,14.37,96.26,1123.15,,12.67,,,,17.78,,
1523,2000-01-30,1571.39,4306.5,14.37,96.26,1123.15,,12.67,,,,17.78,,
1524,2000-01-31,1553.96,4242.89,14.19,96.26,1123.15,,12.3,,189.71,,17.78,,
1525,2000-02-01,1566.95,4284.2,14.45,96.26,1123.15,,12.63,,189.71,,17.78,,
