,Date,KLP AksjeNorden Indeks {NOK},C WorldWide Norden {NOK},SEB Nordenfond {SEK},Allianz Europe Equity Growth R EUR {EUR},Allianz Europe Equity Value I EUR {EUR},iShares Europe Equity Index (LU) A2 EUR {EUR},BGF US Growth A2 {USD},BGF US Basic Value D2 {USD},iShares North America Eq Idx (LU) A2 USD {USD},BGF Asian Growth Leaders D2 {USD},BGF Asian Growth Leaders D2.1 {USD},JPM Asia Pacific Equity A (acc) USD {USD},NT All Cntry Asia exJpnCst ESG EqIdx C € {EUR}
6608,2014-01-01,2615.89,6714.88,17.03,96.26,1123.15,123.79,13.11,73.26,130.04,12.91,17.78,15.89,10.54
6609,2014-01-02,2605.89,6731.4,17.05,96.26,1123.15,123.6,13.07,73.01,129.66,12.88,17.78,15.7,10.55
6610,2014-01-03,2611.86,6755.5,17.12,96.26,1123.15,124.07,13.12,72.95,129.52,12.78,17.78,15.65,10.42
6611,2014-01-04,2611.86,6755.5,17.12,96.26,1123.15,124.07,13.12,72.95,129.52,12.78,17.78,15.65,10.42
6612,2014-01-05,2611.86,6755.5,17.12,96.26,1123.15,124.07,13.12,72.95,129.52,12.78,17.78,15.65,10.42
6613,2014-01-06,2624.57,6804.58,17.12,96.26,1123.15,124.07,13.04,73.05,129.12,12.72,17.78,15.51,10.33
6614,2014-01-07,2633.22,6820.54,17.17,96.26,1123.15,124.52,13.14,73.18,129.46,12.73,17.78,15.5,10.34
6615,2014-01-08,2640.34,6817.14,17.25,96.26,1123.15,124.58,13.23,73.13,129.25,12.86,17.78,15.6,10.42
6616,2014-01-09,2643.56,6859.02,17.36,96.26,1123.15,125.05,13.26,73.5,129.69,12.81,17.78,15.51,10.36
6617,2014-01-10,2663.47,6870.13,17.37,96.26,1123.15,124.86,13.22,73.39,129.54,12.72,17.78,15.54,10.31
6618,2014-01-11,2663.47,6870.13,17.37,96.26,1123.15,124.86,13.22,73.39,129.54,12.72,17.78,15.54,10.31
6619,2014-01-12,2663.47,6870.13,17.37,96.26,1123.15,124.86,13.22,73.39,129.54,12.72,17.78,15.54,10.31
6620,2014-01-13,2653.98,6856.45,17.44,96.26,1123.15,125.03,13.27,73.43,129.65,12.82,17.78,15.65,10.41
6621,2014-01-14,2647.18,6813.21,17.24,96.26,1123.15,124.86,13.08,72.71,128.5,12.77,17.78,15.51,10.36
6622,2014-01-15,2679.95,6890.29,17.45,96.26,1123.15,126.44,13.33,73.47,129.86,12.81,17.78,15.55,10.45
6623,2014-01-16,2710.14,6959.81,17.47,96.26,1123.15,126.5,13.35,73.46,129.96,12.82,17.78,15.57,10.46
6624,2014-01-17,2712.05,6950.78,17.47,96.26,1123.15,126.89,13.35,73.22,129.77,12.9,17.78,15.57,10.49
6625,2014-01-18,2712.05,6950.78,17.47,96.26,1123.15,126.89,13.35,73.22,129.77,12.9,17.78,15.57,10.49
6626,2014-01-19,2712.05,6950.78,17.47,96.26,1123.15,126.89,13.35,73.22,129.77,12.9,17.78,15.57,10.49
6627,2014-01-20,2717.35,6961.62,17.45,96.26,1123.15,127.0,13.36,73.01,129.77,12.86,17.78,15.55,10.45
6628,2014-01-21,2715.33,6968.77,17.51,96.26,1123.15,127.63,13.44,73.39,130.24,12.8,17.78,15.59,10.49
6629,2014-01-22,2710.94,6963.3,17.44,96.26,1123.15,127.37,13.41,73.13,129.98,12.83,17.78,15.67,10.51
6630,2014-01-23,2682.39,6866.96,17.28,96.26,1123.15,126.22,13.27,72.6,129.03,12.71,17.78,15.44,10.31
