,Date,KLP AksjeNorden Indeks {NOK},C WorldWide Norden {NOK},SEB Nordenfond {SEK},Allianz Europe Equity Growth R EUR {EUR},Allianz Europe Equity Value I EUR {EUR},iShares Europe Equity Index (LU) A2 EUR {EUR},BGF US Growth A2 {USD},BGF US Basic Value D2 {USD},iShares North America Eq Idx (LU) A2 USD {USD},BGF Asian Growth Leaders D2 {USD},BGF Asian Growth Leaders D2.1 {USD},JPM Asia Pacific Equity A (acc) USD {USD},NT All Cntry Asia exJpnCst ESG EqIdx C € {EUR}
4051,2007-01-01,2156.78,5651.99,17.48,96.26,1123.15,151.12,10.46,90.85,189.71,17.75,17.78,19.88,16.22
4052,2007-01-02,2185.67,5681.65,17.59,96.26,1123.15,151.12,10.39,90.85,189.71,17.75,17.78,19.88,16.22
4053,2007-01-03,2178.91,5664.35,17.47,96.26,1123.15,151.12,10.42,90.85,189.71,17.75,17.78,19.88,16.22
4054,2007-01-04,2148.95,5601.94,17.25,96.26,1123.15,151.12,10.37,90.85,189.71,17.75,17.78,19.88,16.22
4055,2007-01-05,2139.37,5594.57,17.2,96.26,1123.15,151.12,10.34,90.85,189.71,17.75,17.78,19.88,16.22
4056,2007-01-06,2139.37,5594.57,17.2,96.26,1123.15,151.12,10.34,90.85,189.71,17.75,17.78,19.88,16.22
4057,2007-01-07,2139.37,5594.57,17.2,96.26,1123.15,151.12,10.34,90.85,189.71,17.75,17.78,19.88,16.22
4058,2007-01-08,2138.05,5608.11,17.25,96.26,1123.15,151.12,10.32,90.85,189.71,17.75,17.78,19.88,16.22
4059,2007-01-09,2132.1,5584.37,17.26,96.26,1123.15,151.12,10.38,90.85,189.71,17.75,17.78,19.88,16.22
4060,2007-01-10,2118.4,5547.04,17.12,96.26,1123.15,151.12,10.35,90.85,189.71,17.75,17.78,19.88,16.22
4061,2007-01-11,2164.72,5625.28,17.29,96.26,1123.15,151.12,10.5,90.85,189.71,17.75,17.78,19.88,16.22
4062,2007-01-12,2183.43,5664.94,17.39,96.26,1123.15,151.12,10.57,90.85,189.71,17.75,17.78,19.88,16.22
4063,2007-01-13,2183.43,5664.94,17.39,96.26,1123.15,151.12,10.57,90.85,189.71,17.75,17.78,19.88,16.22
4064,2007-01-14,2183.43,5664.94,17.39,96.26,1123.15,151.12,10.57,90.85,189.71,17.75,17.78,19.88,16.22
4065,2007-01-15,2221.02,5731.45,17.63,96.26,1123.15,151.12,10.61,90.85,189.71,17.75,17.78,19.88,16.22
4066,2007-01-16,2219.64,5743.42,17.65,96.26,1123.15,151.12,10.62,90.85,189.71,17.75,17.78,19.88,16.22
4067,2007-01-17,2223.03,5743.11,17.65,96.26,1123.15,151.12,10.61,90.85,189.71,17.75,17.78,19.88,16.22
4068,2007-01-18,2228.45,5730.32,17.7,96.26,1123.15,151.12,10.56,90.85,189.71,17.75,17.78,19.88,16.22
4069,2007-01-19,2242.68,5748.63,17.74,96.26,1123.15,151.12,10.48,90.85,189.71,17.75,17.78,19.88,16.22
4070,2007-01-20,2242.68,5748.63,17.74,96.26,1123.15,151.12,10.48,90.85,189.71,17.75,17.78,19.88,16.22
4071,2007-01-21,2242.68,5748.63,17.74,96.26,1123.15,151.12,10.48,90.85,189.71,17.75,17.78,19.88,16.22
4072,2007-01-22,2244.32,5794.73,17.95,96.26,1123.15,151.12,10.51,90.85,189.71,17.75,17.78,19.88,16.22
4073,2007-01-23,2242.91,5754.29,17.76,96.26,1123.15,151.12,10.49,90.85,189.71,17.75,17.78,19.88,16.22
4074,2007-01-24,2242.17,5711.39,17.97,96.26,1123.15,151.12,10.52,90.85,189.71,17.75,17.78,19.88,16.22
4075,2007-01-25,2238.9,5722.36,18.12,96.26,1123.15,151.12,10.61,90.85,189.71,17.75,17.78,19.88,16.22
4076,2007-01-26,2236.05,5681.77,18.01,96.26,1123.15,151.12,10.47,90.85,189.71,17.75,17.78,19.88,16.22
4077,2007-01-27,2236.05,5681.77,18.01,96.26,1123.15,151.12,10.47,90.85,189.71,17.75,17.78,19.88,16.22
4078,2007-01-28,2236.05,5681.77,18.01,96.26,1123.15,151.12,10.47,90.85,189.71,17.75,17.78,19.88,16.22
4079,2007-01-29,2236.85,5686.06,18.04,96.26,1123.15,151.12,10.5,90.85,189.71,17.75,17.78,19.88,16.22
4080,2007-01-30,2253.57,5689.21,18.08,96.26,1123.15,151.12,10.49,90.85,189.71,17.75,17.78,19.88,16.22
4081,2007-01-31,2245.21,5691.2,18.22,96.26,1123.15,151.12,10.49,90.85,189.71,17.75,17.78,19.88,16.22
4082,2007-02-01,2257.14,5727.45,18.32,96.26,1123.15,151.12,10.65,90.85,189.71,17.75,17.78,19.88,16.22
4083,2007-02-02,2260.9,5699.28,18.36,96.26,1123.15,151.12,10.66,90.85,189.71,17.75,17.78,19.88,16.22
4084,2007-02-03,2260.9,5699.28,18.36,96.26,1123.15,151.12,10.66,90.85,189.71,17.75,17.78,19.88,16.22
4085,2007-02-04,2260.9,5699.28,18.36,96.26,1123.15,151.12,10.66,90.85,189.71,17.75,17.78,19.88,16.22
4086,2007-02-05,2259.66,5722.93,18.52,96.26,1123.15,151.12,10.68,90.85,189.71,17.75,17.78,19.88,16.22
4087,2007-02-06,2262.4,5755.94,18.67,96.26,1123.15,151.12,10.7,90.85,189.71,17.75,17.78,19.88,16.22
4088,2007-02-07,2275.89,5735.29,18.63,96.26,1123.15,151.12,10.75,90.85,189.71,17.75,17.78,19.88,16.22
4089,2007-02-08,2254.14,5716.78,18.41,96.26,1123.15,151.12,10.73,90.85,189.71,17.75,17.78,19.88,16.22
4090,2007-02-09,2281.7,5782.96,18.56,96.26,1123.15,151.12,10.77,90.85,189.71,17.75,17.78,19.88,16.22
4091,2007-02-10,2281.7,5782.96,18.56,96.26,1123.15,151.12,10.77,90.85,189.71,17.75,17.78,19.88,16.22
4092,2007-02-11,2281.7,5782.96,18.56,96.26,1123.15,151.12,10.77,90.85,189.71,17.75,17.78,19.88,16.22
4093,2007-02-12,2244.65,5684.47,18.46,96.26,1123.15,151.12,10.62,90.85,189.71,17.75,17.78,19.88,16.22
4094,2007-02-13,2252.02,5683.47,18.56,96.26,1123.15,151.12,10.68,90.85,189.71,17.75,17.78,19.88,16.22
4095,2007-02-14,2284.86,5735.98,18.79,96.26,1123.15,151.12,10.71,90.85,189.71,17.75,17.78,19.88,16.22
4096,2007-02-15,2274.48,5700.41,18.96,96.26,1123.15,151.12,10.83,90.85,189.71,17.75,17.78,19.88,16.22
4097,2007-02-16,2259.08,5648.79,18.95,96.26,1123.15,151.12,10.83,90.85,189.71,17.75,17.78,19.88,16.22
4098,2007-02-17,2259.08,5648.79,18.95,96.26,1123.15,151.12,10.83,90.85,189.71,17.75,17.78,19.88,16.22
4099,2007-02-18,2259.08,5648.79,18.95,96.26,1123.15,151.12,10.83,90.85,189.71,17.75,17.78,19.88,16.22
4100,2007-02-19,2275.6,5698.23,19.02,96.26,1123.15,151.12,10.85,90.85,189.71,17.75,17.78,19.88,16.22
4101,2007-02-20,2258.37,5649.12,18.95,96.26,1123.15,151.12,10.84,90.85,189.71,17.75,17.78,19.88,16.22
4102,2007-02-21,2241.06,5611.22,18.88,96.26,1123.15,151.12,10.88,90.85,189.71,17.75,17.78,19.88,16.22
4103,2007-02-22,2245.16,5639.03,18.95,96.26,1123.15,151.12,10.96,90.85,189.71,17.75,17.78,19.88,16.22
4104,2007-02-23,2251.46,5658.5,18.99,96.26,1123.15,151.12,10.88,90.85,189.71,17.75,17.78,19.88,16.22
