,Date,KLP AksjeNorden Indeks {NOK},C WorldWide Norden {NOK},SEB Nordenfond {SEK},Allianz Europe Equity Growth R EUR {EUR},Allianz Europe Equity Value I EUR {EUR},iShares Europe Equity Index (LU) A2 EUR {EUR},BGF US Growth A2 {USD},BGF US Basic Value D2 {USD},iShares North America Eq Idx (LU) A2 USD {USD},BGF Asian Growth Leaders D2 {USD},BGF Asian Growth Leaders D2.1 {USD},JPM Asia Pacific Equity A (acc) USD {USD},NT All Cntry Asia exJpnCst ESG EqIdx C € {EUR}
3321,2005-01-01,1220.75,3557.93,10.63,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3322,2005-01-02,1220.71,3557.93,10.63,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3323,2005-01-03,1231.77,3580.45,10.76,96.26,1123.15,151.12,9.18,90.85,189.71,17.75,17.78,19.88,16.22
3324,2005-01-04,1237.31,3567.39,10.76,96.26,1123.15,151.12,9.07,90.85,189.71,17.75,17.78,19.88,16.22
3325,2005-01-05,1225.83,3551.18,10.66,96.26,1123.15,151.12,8.94,90.85,189.71,17.75,17.78,19.88,16.22
3326,2005-01-06,1226.81,3554.6,10.66,96.26,1123.15,151.12,8.91,90.85,189.71,17.75,17.78,19.88,16.22
3327,2005-01-07,1230.49,3553.88,10.74,96.26,1123.15,151.12,8.93,90.85,189.71,17.75,17.78,19.88,16.22
3328,2005-01-08,1230.45,3553.88,10.74,96.26,1123.15,151.12,8.93,90.85,189.71,17.75,17.78,19.88,16.22
3329,2005-01-09,1230.41,3553.88,10.74,96.26,1123.15,151.12,8.93,90.85,189.71,17.75,17.78,19.88,16.22
3330,2005-01-10,1241.7,3576.65,10.81,96.26,1123.15,151.12,8.94,90.85,189.71,17.75,17.78,19.88,16.22
3331,2005-01-11,1224.53,3544.1,10.75,96.26,1123.15,151.12,8.91,90.85,189.71,17.75,17.78,19.88,16.22
3332,2005-01-12,1209.31,3501.46,10.64,96.26,1123.15,151.12,8.88,90.85,189.71,17.75,17.78,19.88,16.22
3333,2005-01-13,1212.16,3513.65,10.66,96.26,1123.15,151.12,8.93,90.85,189.71,17.75,17.78,19.88,16.22
3334,2005-01-14,1219.42,3534.86,10.68,96.26,1123.15,151.12,8.89,90.85,189.71,17.75,17.78,19.88,16.22
3335,2005-01-15,1219.38,3534.86,10.68,96.26,1123.15,151.12,8.89,90.85,189.71,17.75,17.78,19.88,16.22
3336,2005-01-16,1219.34,3534.86,10.68,96.26,1123.15,151.12,8.89,90.85,189.71,17.75,17.78,19.88,16.22
3337,2005-01-17,1226.02,3556.97,10.76,96.26,1123.15,151.12,8.93,90.85,189.71,17.75,17.78,19.88,16.22
3338,2005-01-18,1223.57,3545.35,10.7,96.26,1123.15,151.12,8.91,90.85,189.71,17.75,17.78,19.88,16.22
3339,2005-01-19,1223.39,3556.88,10.74,96.26,1123.15,151.12,8.99,90.85,189.71,17.75,17.78,19.88,16.22
3340,2005-01-20,1211.78,3531.06,10.61,96.26,1123.15,151.12,8.91,90.85,189.71,17.75,17.78,19.88,16.22
3341,2005-01-21,1212.4,3534.79,10.61,96.26,1123.15,151.12,8.9,90.85,189.71,17.75,17.78,19.88,16.22
3342,2005-01-22,1212.36,3534.79,10.61,96.26,1123.15,151.12,8.9,90.85,189.71,17.75,17.78,19.88,16.22
3343,2005-01-23,1212.32,3534.79,10.61,96.26,1123.15,151.12,8.9,90.85,189.71,17.75,17.78,19.88,16.22
3344,2005-01-24,1206.62,3521.39,10.54,96.26,1123.15,151.12,8.8,90.85,189.71,17.75,17.78,19.88,16.22
3345,2005-01-25,1221.91,3559.95,10.65,96.26,1123.15,151.12,8.83,90.85,189.71,17.75,17.78,19.88,16.22
3346,2005-01-26,1227.62,3568.15,10.68,96.26,1123.15,151.12,8.85,90.85,189.71,17.75,17.78,19.88,16.22
3347,2005-01-27,1233.38,3574.54,10.73,96.26,1123.15,151.12,8.82,90.85,189.71,17.75,17.78,19.88,16.22
3348,2005-01-28,1229.97,3564.52,10.71,96.26,1123.15,151.12,8.84,90.85,189.71,17.75,17.78,19.88,16.22
3349,2005-01-29,1229.93,3564.52,10.71,96.26,1123.15,151.12,8.84,90.85,189.71,17.75,17.78,19.88,16.22
3350,2005-01-30,1229.89,3564.52,10.71,96.26,1123.15,151.12,8.84,90.85,189.71,17.75,17.78,19.88,16.22
3351,2005-01-31,1239.2,3581.09,10.76,96.26,1123.15,151.12,8.91,90.85,189.71,17.75,17.78,19.88,16.22
3352,2005-02-01,1254.19,3608.81,10.82,96.26,1123.15,151.12,8.94,90.85,189.71,17.75,17.78,19.88,16.22
3353,2005-02-02,1260.99,3627.57,10.89,96.26,1123.15,151.12,9.02,90.85,189.71,17.75,17.78,19.88,16.22
3354,2005-02-03,1260.03,3642.32,10.93,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3355,2005-02-04,1274.78,3661.8,10.99,96.26,1123.15,151.12,9.02,90.85,189.71,17.75,17.78,19.88,16.22
3356,2005-02-05,1274.74,3661.8,10.99,96.26,1123.15,151.12,9.02,90.85,189.71,17.75,17.78,19.88,16.22
3357,2005-02-06,1274.7,3661.8,10.99,96.26,1123.15,151.12,9.02,90.85,189.71,17.75,17.78,19.88,16.22
3358,2005-02-07,1293.65,3696.79,11.11,96.26,1123.15,151.12,9.09,90.85,189.71,17.75,17.78,19.88,16.22
3359,2005-02-08,1299.86,3698.33,11.09,96.26,1123.15,151.12,9.06,90.85,189.71,17.75,17.78,19.88,16.22
3360,2005-02-09,1301.95,3711.91,11.14,96.26,1123.15,151.12,9.05,90.85,189.71,17.75,17.78,19.88,16.22
3361,2005-02-10,1300.52,3713.07,11.07,96.26,1123.15,151.12,8.99,90.85,189.71,17.75,17.78,19.88,16.22
3362,2005-02-11,1311.46,3736.46,11.15,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3363,2005-02-12,1311.42,3736.46,11.15,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3364,2005-02-13,1311.38,3736.46,11.15,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3365,2005-02-14,1309.54,3730.3,11.19,96.26,1123.15,151.12,9.08,90.85,189.71,17.75,17.78,19.88,16.22
3366,2005-02-15,1316.09,3749.82,11.25,96.26,1123.15,151.12,9.09,90.85,189.71,17.75,17.78,19.88,16.22
3367,2005-02-16,1305.34,3714.22,11.18,96.26,1123.15,151.12,9.1,90.85,189.71,17.75,17.78,19.88,16.22
3368,2005-02-17,1311.83,3743.78,11.28,96.26,1123.15,151.12,9.15,90.85,189.71,17.75,17.78,19.88,16.22
3369,2005-02-18,1296.9,3690.46,11.25,96.26,1123.15,151.12,9.07,90.85,189.71,17.75,17.78,19.88,16.22
3370,2005-02-19,1296.86,3690.46,11.25,96.26,1123.15,151.12,9.07,90.85,189.71,17.75,17.78,19.88,16.22
3371,2005-02-20,1296.82,3690.46,11.25,96.26,1123.15,151.12,9.07,90.85,189.71,17.75,17.78,19.88,16.22
3372,2005-02-21,1295.41,3687.49,11.29,96.26,1123.15,151.12,9.06,90.85,189.71,17.75,17.78,19.88,16.22
3373,2005-02-22,1294.13,3669.25,11.21,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3374,2005-02-23,1284.87,3667.51,11.23,96.26,1123.15,151.12,8.94,90.85,189.71,17.75,17.78,19.88,16.22
3375,2005-02-24,1294.97,3687.25,11.29,96.26,1123.15,151.12,8.95,90.85,189.71,17.75,17.78,19.88,16.22
3376,2005-02-25,1309.86,3717.03,11.36,96.26,1123.15,151.12,9.05,90.85,189.71,17.75,17.78,19.88,16.22
3377,2005-02-26,1309.81,3717.03,11.36,96.26,1123.15,151.12,9.05,90.85,189.71,17.75,17.78,19.88,16.22
3378,2005-02-27,1309.77,3717.03,11.36,96.26,1123.15,151.12,9.05,90.85,189.71,17.75,17.78,19.88,16.22
3379,2005-02-28,1307.49,3731.73,11.41,96.26,1123.15,151.12,9.13,90.85,189.71,17.75,17.78,19.88,16.22
3380,2005-03-01,1310.26,3720.59,11.45,96.26,1123.15,151.12,9.11,90.85,189.71,17.75,17.78,19.88,16.22
3381,2005-03-02,1314.98,3712.28,11.46,96.26,1123.15,151.12,9.1,90.85,189.71,17.75,17.78,19.88,16.22
3382,2005-03-03,1320.81,3741.37,11.52,96.26,1123.15,151.12,9.17,90.85,189.71,17.75,17.78,19.88,16.22
3383,2005-03-04,1334.5,3786.46,11.6,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3384,2005-03-05,1334.46,3786.46,11.6,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3385,2005-03-06,1334.42,3786.46,11.6,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3386,2005-03-07,1330.92,3787.87,11.62,96.26,1123.15,151.12,9.29,90.85,189.71,17.75,17.78,19.88,16.22
3387,2005-03-08,1319.96,3770.64,11.55,96.26,1123.15,151.12,9.27,90.85,189.71,17.75,17.78,19.88,16.22
3388,2005-03-09,1321.37,3767.65,11.54,96.26,1123.15,151.12,9.21,90.85,189.71,17.75,17.78,19.88,16.22
3389,2005-03-10,1302.72,3718.35,11.46,96.26,1123.15,151.12,9.19,90.85,189.71,17.75,17.78,19.88,16.22
3390,2005-03-11,1308.43,3760.82,11.5,96.26,1123.15,151.12,9.2,90.85,189.71,17.75,17.78,19.88,16.22
3391,2005-03-12,1308.39,3760.82,11.5,96.26,1123.15,151.12,9.2,90.85,189.71,17.75,17.78,19.88,16.22
3392,2005-03-13,1308.35,3760.82,11.5,96.26,1123.15,151.12,9.2,90.85,189.71,17.75,17.78,19.88,16.22
3393,2005-03-14,1306.31,3744.03,11.52,96.26,1123.15,151.12,9.12,90.85,189.71,17.75,17.78,19.88,16.22
3394,2005-03-15,1316.63,3764.4,11.58,96.26,1123.15,151.12,9.18,90.85,189.71,17.75,17.78,19.88,16.22
3395,2005-03-16,1298.26,3727.62,11.46,96.26,1123.15,151.12,9.06,90.85,189.71,17.75,17.78,19.88,16.22
3396,2005-03-17,1300.8,3732.53,11.51,96.26,1123.15,151.12,9.0,90.85,189.71,17.75,17.78,19.88,16.22
3397,2005-03-18,1301.1,3727.96,11.55,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3398,2005-03-19,1301.06,3727.96,11.55,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3399,2005-03-20,1301.02,3727.96,11.55,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3400,2005-03-21,1301.08,3727.11,11.54,96.26,1123.15,151.12,8.96,90.85,189.71,17.75,17.78,19.88,16.22
3401,2005-03-22,1307.28,3736.72,11.52,96.26,1123.15,151.12,8.96,90.85,189.71,17.75,17.78,19.88,16.22
3402,2005-03-23,1300.18,3708.63,11.42,96.26,1123.15,151.12,8.87,90.85,189.71,17.75,17.78,19.88,16.22
3403,2005-03-24,1304.52,3708.63,11.43,96.26,1123.15,151.12,8.95,90.85,189.71,17.75,17.78,19.88,16.22
3404,2005-03-25,1304.48,3708.63,11.43,96.26,1123.15,151.12,8.95,90.85,189.71,17.75,17.78,19.88,16.22
3405,2005-03-26,1304.43,3708.63,11.43,96.26,1123.15,151.12,8.95,90.85,189.71,17.75,17.78,19.88,16.22
3406,2005-03-27,1304.39,3708.63,11.43,96.26,1123.15,151.12,8.95,90.85,189.71,17.75,17.78,19.88,16.22
3407,2005-03-28,1305.24,3708.63,11.43,96.26,1123.15,151.12,8.95,90.85,189.71,17.75,17.78,19.88,16.22
3408,2005-03-29,1313.08,3720.3,11.45,96.26,1123.15,151.12,8.92,90.85,189.71,17.75,17.78,19.88,16.22
3409,2005-03-30,1303.06,3698.53,11.41,96.26,1123.15,151.12,8.87,90.85,189.71,17.75,17.78,19.88,16.22
3410,2005-03-31,1312.32,3729.23,11.51,96.26,1123.15,151.12,8.97,90.85,189.71,17.75,17.78,19.88,16.22
3411,2005-04-01,1322.44,3763.12,11.61,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3412,2005-04-02,1322.4,3763.12,11.61,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3413,2005-04-03,1322.35,3763.12,11.61,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3414,2005-04-04,1320.32,3753.19,11.62,96.26,1123.15,151.12,8.89,90.85,189.71,17.75,17.78,19.88,16.22
3415,2005-04-05,1328.05,3757.85,11.72,96.26,1123.15,151.12,8.97,90.85,189.71,17.75,17.78,19.88,16.22
3416,2005-04-06,1338.38,3798.79,11.77,96.26,1123.15,151.12,9.03,90.85,189.71,17.75,17.78,19.88,16.22
3417,2005-04-07,1346.89,3821.84,11.83,96.26,1123.15,151.12,9.04,90.85,189.71,17.75,17.78,19.88,16.22
3418,2005-04-08,1352.78,3843.72,11.9,96.26,1123.15,151.12,9.09,90.85,189.71,17.75,17.78,19.88,16.22
3419,2005-04-09,1352.74,3843.72,11.9,96.26,1123.15,151.12,9.09,90.85,189.71,17.75,17.78,19.88,16.22
3420,2005-04-10,1352.69,3843.72,11.9,96.26,1123.15,151.12,9.09,90.85,189.71,17.75,17.78,19.88,16.22
3421,2005-04-11,1352.36,3836.44,11.87,96.26,1123.15,151.12,9.01,90.85,189.71,17.75,17.78,19.88,16.22
3422,2005-04-12,1349.9,3834.16,11.87,96.26,1123.15,151.12,8.93,90.85,189.71,17.75,17.78,19.88,16.22
3423,2005-04-13,1359.18,3840.23,11.88,96.26,1123.15,151.12,9.0,90.85,189.71,17.75,17.78,19.88,16.22
3424,2005-04-14,1359.66,3849.26,11.9,96.26,1123.15,151.12,8.88,90.85,189.71,17.75,17.78,19.88,16.22
3425,2005-04-15,1337.08,3796.5,11.69,96.26,1123.15,151.12,8.78,90.85,189.71,17.75,17.78,19.88,16.22
3426,2005-04-16,1337.03,3796.5,11.69,96.26,1123.15,151.12,8.78,90.85,189.71,17.75,17.78,19.88,16.22
3427,2005-04-17,1336.99,3796.5,11.69,96.26,1123.15,151.12,8.78,90.85,189.71,17.75,17.78,19.88,16.22
3428,2005-04-18,1308.15,3708.95,11.51,96.26,1123.15,151.12,8.65,90.85,189.71,17.75,17.78,19.88,16.22
3429,2005-04-19,1316.67,3731.1,11.59,96.26,1123.15,151.12,8.7,90.85,189.71,17.75,17.78,19.88,16.22
3430,2005-04-20,1318.37,3726.44,11.66,96.26,1123.15,151.12,8.68,90.85,189.71,17.75,17.78,19.88,16.22
3431,2005-04-21,1322.65,3738.6,11.7,96.26,1123.15,151.12,8.7,90.85,189.71,17.75,17.78,19.88,16.22
3432,2005-04-22,1338.05,3773.21,11.79,96.26,1123.15,151.12,8.79,90.85,189.71,17.75,17.78,19.88,16.22
3433,2005-04-23,1338.01,3773.21,11.79,96.26,1123.15,151.12,8.79,90.85,189.71,17.75,17.78,19.88,16.22
3434,2005-04-24,1337.97,3773.21,11.79,96.26,1123.15,151.12,8.79,90.85,189.71,17.75,17.78,19.88,16.22
3435,2005-04-25,1341.59,3777.51,11.79,96.26,1123.15,151.12,8.82,90.85,189.71,17.75,17.78,19.88,16.22
3436,2005-04-26,1337.39,3756.85,11.72,96.26,1123.15,151.12,8.85,90.85,189.71,17.75,17.78,19.88,16.22
3437,2005-04-27,1306.36,3676.68,11.49,96.26,1123.15,151.12,8.72,90.85,189.71,17.75,17.78,19.88,16.22
3438,2005-04-28,1293.83,3653.98,11.37,96.26,1123.15,151.12,8.74,90.85,189.71,17.75,17.78,19.88,16.22
3439,2005-04-29,1289.84,3655.08,11.41,96.26,1123.15,151.12,8.77,90.85,189.71,17.75,17.78,19.88,16.22
3440,2005-04-30,1289.8,3655.08,11.41,96.26,1123.15,151.12,8.77,90.85,189.71,17.75,17.78,19.88,16.22
3441,2005-05-01,1289.8,3655.08,11.41,96.26,1123.15,151.12,8.77,90.85,189.71,17.75,17.78,19.88,16.22
3442,2005-05-02,1303.01,3667.14,11.48,96.26,1123.15,151.12,8.85,90.85,189.71,17.75,17.78,19.88,16.22
3443,2005-05-03,1305.06,3671.33,11.53,96.26,1123.15,151.12,8.84,90.85,189.71,17.75,17.78,19.88,16.22
3444,2005-05-04,1312.8,3674.04,11.56,96.26,1123.15,151.12,8.86,90.85,189.71,17.75,17.78,19.88,16.22
3445,2005-05-05,1312.97,3674.04,11.56,96.26,1123.15,151.12,8.86,90.85,189.71,17.75,17.78,19.88,16.22
3446,2005-05-06,1333.4,3748.55,11.69,96.26,1123.15,151.12,8.97,90.85,189.71,17.75,17.78,19.88,16.22
3447,2005-05-07,1333.36,3748.55,11.69,96.26,1123.15,151.12,8.97,90.85,189.71,17.75,17.78,19.88,16.22
3448,2005-05-08,1333.32,3748.55,11.69,96.26,1123.15,151.12,8.97,90.85,189.71,17.75,17.78,19.88,16.22
3449,2005-05-09,1336.47,3751.28,11.73,96.26,1123.15,151.12,8.92,90.85,189.71,17.75,17.78,19.88,16.22
3450,2005-05-10,1333.91,3743.76,11.73,96.26,1123.15,151.12,8.93,90.85,189.71,17.75,17.78,19.88,16.22
3451,2005-05-11,1329.46,3724.12,11.75,96.26,1123.15,151.12,8.9,90.85,189.71,17.75,17.78,19.88,16.22
3452,2005-05-12,1337.55,3733.63,11.79,96.26,1123.15,151.12,8.94,90.85,189.71,17.75,17.78,19.88,16.22
3453,2005-05-13,1338.09,3734.94,11.79,96.26,1123.15,151.12,8.84,90.85,189.71,17.75,17.78,19.88,16.22
3454,2005-05-14,1338.05,3734.94,11.79,96.26,1123.15,151.12,8.84,90.85,189.71,17.75,17.78,19.88,16.22
3455,2005-05-15,1338.01,3734.94,11.79,96.26,1123.15,151.12,8.84,90.85,189.71,17.75,17.78,19.88,16.22
3456,2005-05-16,1339.43,3734.94,11.8,96.26,1123.15,151.12,8.84,90.85,189.71,17.75,17.78,19.88,16.22
3457,2005-05-17,1340.73,3734.94,11.8,96.26,1123.15,151.12,8.9,90.85,189.71,17.75,17.78,19.88,16.22
3458,2005-05-18,1353.36,3789.82,11.91,96.26,1123.15,151.12,9.02,90.85,189.71,17.75,17.78,19.88,16.22
3459,2005-05-19,1359.49,3809.4,11.93,96.26,1123.15,151.12,9.07,90.85,189.71,17.75,17.78,19.88,16.22
3460,2005-05-20,1365.24,3820.32,11.96,96.26,1123.15,151.12,9.06,90.85,189.71,17.75,17.78,19.88,16.22
3461,2005-05-21,1365.2,3820.32,11.96,96.26,1123.15,151.12,9.06,90.85,189.71,17.75,17.78,19.88,16.22
3462,2005-05-22,1365.15,3820.32,11.96,96.26,1123.15,151.12,9.06,90.85,189.71,17.75,17.78,19.88,16.22
3463,2005-05-23,1364.9,3820.56,11.95,96.26,1123.15,151.12,9.09,90.85,189.71,17.75,17.78,19.88,16.22
3464,2005-05-24,1365.56,3828.34,12.01,96.26,1123.15,151.12,9.1,90.85,189.71,17.75,17.78,19.88,16.22
3465,2005-05-25,1358.16,3831.43,12.07,96.26,1123.15,151.12,9.08,90.85,189.71,17.75,17.78,19.88,16.22
3466,2005-05-26,1359.44,3826.49,12.15,96.26,1123.15,151.12,9.1,90.85,189.71,17.75,17.78,19.88,16.22
3467,2005-05-27,1361.93,3836.3,12.19,96.26,1123.15,151.12,9.12,90.85,189.71,17.75,17.78,19.88,16.22
3468,2005-05-28,1361.88,3836.3,12.19,96.26,1123.15,151.12,9.12,90.85,189.71,17.75,17.78,19.88,16.22
3469,2005-05-29,1361.84,3836.3,12.19,96.26,1123.15,151.12,9.12,90.85,189.71,17.75,17.78,19.88,16.22
3470,2005-05-30,1365.97,3841.99,12.21,96.26,1123.15,151.12,9.12,90.85,189.71,17.75,17.78,19.88,16.22
3471,2005-05-31,1355.93,3834.55,12.21,96.26,1123.15,151.12,9.08,90.85,189.71,17.75,17.78,19.88,16.22
3472,2005-06-01,1366.93,3838.73,12.26,96.26,1123.15,151.12,9.1,90.85,189.71,17.75,17.78,19.88,16.22
3473,2005-06-02,1368.47,3846.6,12.28,96.26,1123.15,151.12,9.14,90.85,189.71,17.75,17.78,19.88,16.22
3474,2005-06-03,1364.65,3841.96,12.24,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3475,2005-06-04,1364.6,3841.96,12.24,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3476,2005-06-05,1364.56,3841.96,12.24,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3477,2005-06-06,1359.09,3832.67,12.24,96.26,1123.15,151.12,9.16,90.85,189.71,17.75,17.78,19.88,16.22
3478,2005-06-07,1367.59,3850.34,12.31,96.26,1123.15,151.12,9.23,90.85,189.71,17.75,17.78,19.88,16.22
3479,2005-06-08,1378.68,3882.66,12.44,96.26,1123.15,151.12,9.21,90.85,189.71,17.75,17.78,19.88,16.22
3480,2005-06-09,1371.24,3876.78,12.44,96.26,1123.15,151.12,9.15,90.85,189.71,17.75,17.78,19.88,16.22
3481,2005-06-10,1375.39,3891.13,12.58,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3482,2005-06-11,1375.35,3891.13,12.58,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3483,2005-06-12,1375.3,3891.13,12.58,96.26,1123.15,151.12,9.22,90.85,189.71,17.75,17.78,19.88,16.22
3484,2005-06-13,1375.72,3881.44,12.6,96.26,1123.15,151.12,9.17,90.85,189.71,17.75,17.78,19.88,16.22
3485,2005-06-14,1388.65,3905.08,12.67,96.26,1123.15,151.12,9.21,90.85,189.71,17.75,17.78,19.88,16.22
3486,2005-06-15,1384.87,3908.34,12.67,96.26,1123.15,151.12,9.23,90.85,189.71,17.75,17.78,19.88,16.22
3487,2005-06-16,1390.17,3901.13,12.71,96.26,1123.15,151.12,9.24,90.85,189.71,17.75,17.78,19.88,16.22
3488,2005-06-17,1405.76,3941.52,12.77,96.26,1123.15,151.12,9.31,90.85,189.71,17.75,17.78,19.88,16.22
3489,2005-06-18,1405.71,3941.52,12.77,96.26,1123.15,151.12,9.31,90.85,189.71,17.75,17.78,19.88,16.22
3490,2005-06-19,1405.66,3941.52,12.77,96.26,1123.15,151.12,9.31,90.85,189.71,17.75,17.78,19.88,16.22
3491,2005-06-20,1400.92,3947.45,12.77,96.26,1123.15,151.12,9.28,90.85,189.71,17.75,17.78,19.88,16.22
3492,2005-06-21,1404.29,3946.48,12.84,96.26,1123.15,151.12,9.26,90.85,189.71,17.75,17.78,19.88,16.22
3493,2005-06-22,1403.57,3953.5,12.92,96.26,1123.15,151.12,9.28,90.85,189.71,17.75,17.78,19.88,16.22
3494,2005-06-23,1419.82,4005.56,13.03,96.26,1123.15,151.12,9.28,90.85,189.71,17.75,17.78,19.88,16.22
3495,2005-06-24,1419.68,4005.56,13.03,96.26,1123.15,151.12,9.17,90.85,189.71,17.75,17.78,19.88,16.22
