,Date,KLP AksjeNorden Indeks {NOK},C WorldWide Norden {NOK},SEB Nordenfond {SEK},Allianz Europe Equity Growth R EUR {EUR},Allianz Europe Equity Value I EUR {EUR},iShares Europe Equity Index (LU) A2 EUR {EUR},BGF US Growth A2 {USD},BGF US Basic Value D2 {USD},iShares North America Eq Idx (LU) A2 USD {USD},BGF Asian Growth Leaders D2 {USD},BGF Asian Growth Leaders D2.1 {USD},JPM Asia Pacific Equity A (acc) USD {USD},NT All Cntry Asia exJpnCst ESG EqIdx C € {EUR}
1129,1999-01-01,,2614.93,8.79,96.26,1123.15,,,,,,17.78,,
1130,1999-01-02,,2614.93,8.79,96.26,1123.15,,,,,,17.78,,
1131,1999-01-03,,2614.93,8.79,96.26,1123.15,,,,,,17.78,,
1132,1999-01-04,,2696.14,9.09,96.26,1123.15,,,,,,17.78,,
1133,1999-01-05,,2691.14,9.21,96.26,1123.15,,,,,,17.78,,
1134,1999-01-06,,2692.84,9.21,96.26,1123.15,,,,,,17.78,,
1135,1999-01-07,,2675.38,9.1,96.26,1123.15,,,,,,17.78,,
1136,1999-01-08,,2704.53,9.22,96.26,1123.15,,,,,,17.78,,
1137,1999-01-09,,2704.53,9.22,96.26,1123.15,,,,,,17.78,,
1138,1999-01-10,,2704.53,9.22,96.26,1123.15,,,,,,17.78,,
1139,1999-01-11,,2676.01,9.1,96.26,1123.15,,,,,,17.78,,
1140,1999-01-12,,2653.48,8.97,96.26,1123.15,,,,,,17.78,,
1141,1999-01-13,,2554.41,8.65,96.26,1123.15,,,,,,17.78,,
1142,1999-01-14,,2606.36,8.71,96.26,1123.15,,,,,,17.78,,
1143,1999-01-15,,2606.92,8.78,96.26,1123.15,,,,,,17.78,,
1144,1999-01-16,,2606.92,8.78,96.26,1123.15,,,,,,17.78,,
1145,1999-01-17,,2606.92,8.78,96.26,1123.15,,,,,,17.78,,
1146,1999-01-18,,2658.66,8.95,96.26,1123.15,,,,,,17.78,,
1147,1999-01-19,,2680.78,9.04,96.26,1123.15,,,,,,17.78,,
1148,1999-01-20,,2674.43,8.93,96.26,1123.15,,,,,,17.78,,
1149,1999-01-21,,2644.61,8.84,96.26,1123.15,,,,,,17.78,,
1150,1999-01-22,,2593.82,8.69,96.26,1123.15,,,,,,17.78,,
1151,1999-01-23,,2593.82,8.69,96.26,1123.15,,,,,,17.78,,
1152,1999-01-24,,2593.82,8.69,96.26,1123.15,,,,,,17.78,,
1153,1999-01-25,,2600.95,8.66,96.26,1123.15,,,,,,17.78,,
1154,1999-01-26,,2592.72,8.67,96.26,1123.15,,,,,,17.78,,
1155,1999-01-27,,2633.72,8.74,96.26,1123.15,,,,,,17.78,,
1156,1999-01-28,,2672.3,8.86,96.26,1123.15,,,,,,17.78,,
1157,1999-01-29,,2687.48,8.89,96.26,1123.15,,,,,,17.78,,
1158,1999-01-30,,2687.48,8.89,96.26,1123.15,,,,,,17.78,,
1159,1999-01-31,,2687.48,8.89,96.26,1123.15,,,,,,17.78,,
1160,1999-02-01,,2695.92,8.92,96.26,1123.15,,,,,,17.78,,
1161,1999-02-02,,2665.42,8.82,96.26,1123.15,,,,,,17.78,,
1162,1999-02-03,,2690.44,8.87,96.26,1123.15,,,,,,17.78,,
1163,1999-02-04,,2711.42,8.91,96.26,1123.15,,,,,,17.78,,
1164,1999-02-05,,2687.91,8.84,96.26,1123.15,,,,,,17.78,,
1165,1999-02-06,,2687.91,8.84,96.26,1123.15,,,,,,17.78,,
1166,1999-02-07,,2687.91,8.84,96.26,1123.15,,,,,,17.78,,
1167,1999-02-08,,2670.18,8.75,96.26,1123.15,,,,,,17.78,,
1168,1999-02-09,,2646.77,8.6,96.26,1123.15,,,,,,17.78,,
1169,1999-02-10,,2566.91,8.6,96.26,1123.15,,,,,,17.78,,
1170,1999-02-11,,2577.26,8.51,96.26,1123.15,,,,,,17.78,,
1171,1999-02-12,,2607.69,8.58,96.26,1123.15,,,,,,17.78,,
1172,1999-02-13,,2607.69,8.58,96.26,1123.15,,,,,,17.78,,
1173,1999-02-14,,2607.69,8.58,96.26,1123.15,,,,,,17.78,,
1174,1999-02-15,,2599.2,8.58,96.26,1123.15,,,,,,17.78,,
1175,1999-02-16,,2636.25,8.6,96.26,1123.15,,,,,,17.78,,
1176,1999-02-17,,2623.49,8.48,96.26,1123.15,,,,,,17.78,,
1177,1999-02-18,,2631.38,8.5,96.26,1123.15,,,,,,17.78,,
1178,1999-02-19,,2639.78,8.56,96.26,1123.15,,,,,,17.78,,
1179,1999-02-20,,2639.78,8.56,96.26,1123.15,,,,,,17.78,,
1180,1999-02-21,,2639.78,8.56,96.26,1123.15,,,,,,17.78,,
1181,1999-02-22,,2690.79,8.65,96.26,1123.15,,,,,,17.78,,
1182,1999-02-23,,2743.39,8.65,96.26,1123.15,,,,,,17.78,,
1183,1999-02-24,,2741.08,8.79,96.26,1123.15,,,,,,17.78,,
1184,1999-02-25,,2704.64,8.74,96.26,1123.15,,,,,,17.78,,
1185,1999-02-26,,2696.16,8.72,96.26,1123.15,,,,,,17.78,,
1186,1999-02-27,,2696.16,8.72,96.26,1123.15,,,,,,17.78,,
1187,1999-02-28,,2696.16,8.72,96.26,1123.15,,,,,,17.78,,
1188,1999-03-01,,2685.45,8.61,96.26,1123.15,,,,,,17.78,,
1189,1999-03-02,,2671.73,8.64,96.26,1123.15,,,,,,17.78,,
1190,1999-03-03,,2684.48,8.7,96.26,1123.15,,,,,,17.78,,
1191,1999-03-04,,2684.48,8.65,96.26,1123.15,,,,,,17.78,,
1192,1999-03-05,,2684.48,8.79,96.26,1123.15,,,,,,17.78,,
1193,1999-03-06,,2684.48,8.79,96.26,1123.15,,,,,,17.78,,
1194,1999-03-07,,2684.48,8.79,96.26,1123.15,,,,,,17.78,,
1195,1999-03-08,,2670.6,8.77,96.26,1123.15,,,,,,17.78,,
1196,1999-03-09,,2643.53,8.73,96.26,1123.15,,,,,,17.78,,
1197,1999-03-10,,2661.08,8.72,96.26,1123.15,,,,,,17.78,,
1198,1999-03-11,,2657.13,8.72,96.26,1123.15,,,,,,17.78,,
1199,1999-03-12,,2673.17,8.77,96.26,1123.15,,,,,,17.78,,
1200,1999-03-13,,2673.17,8.77,96.26,1123.15,,,,,,17.78,,
1201,1999-03-14,,2673.17,8.77,96.26,1123.15,,,,,,17.78,,
1202,1999-03-15,,2634.79,8.65,96.26,1123.15,,,,,,17.78,,
1203,1999-03-16,972.04,2640.87,8.69,96.26,1123.15,,,,,,17.78,,
1204,1999-03-17,975.27,2633.77,8.74,96.26,1123.15,,,,,,17.78,,
1205,1999-03-18,968.29,2568.15,8.62,96.26,1123.15,,,,,,17.78,,
1206,1999-03-19,984.69,2611.76,8.76,96.26,1123.15,,,,,,17.78,,
1207,1999-03-20,984.69,2611.76,8.76,96.26,1123.15,,,,,,17.78,,
1208,1999-03-21,984.69,2611.76,8.76,96.26,1123.15,,,,,,17.78,,
1209,1999-03-22,983.01,2592.94,8.72,96.26,1123.15,,,,,,17.78,,
1210,1999-03-23,980.89,2582.97,8.67,96.26,1123.15,,,,,,17.78,,
1211,1999-03-24,958.34,2521.14,8.57,96.26,1123.15,,,,,,17.78,,
1212,1999-03-25,978.91,2572.32,8.77,96.26,1123.15,,,,,,17.78,,
1213,1999-03-26,983.74,2572.32,8.85,96.26,1123.15,,,,,,17.78,,
1214,1999-03-27,983.74,2572.32,8.85,96.26,1123.15,,,,,,17.78,,
1215,1999-03-28,983.74,2572.32,8.85,96.26,1123.15,,,,,,17.78,,
1216,1999-03-29,992.48,2590.39,8.9,96.26,1123.15,,,,,,17.78,,
1217,1999-03-30,995.69,2608.9,8.97,96.26,1123.15,,,,,,17.78,,
1218,1999-03-31,997.8,2626.46,9.1,96.26,1123.15,,,,,,17.78,,
1219,1999-04-01,997.8,2626.46,9.12,96.26,1123.15,,,,,,17.78,,
1220,1999-04-02,997.8,2626.46,9.12,96.26,1123.15,,,,,,17.78,,
1221,1999-04-03,997.8,2626.46,9.12,96.26,1123.15,,,,,,17.78,,
1222,1999-04-04,997.8,2626.46,9.12,96.26,1123.15,,,,,,17.78,,
1223,1999-04-05,997.8,2626.46,9.12,96.26,1123.15,,,,,,17.78,,
1224,1999-04-06,1017.17,2701.48,9.29,96.26,1123.15,,,,,,17.78,,
1225,1999-04-07,1026.61,2740.47,9.36,96.26,1123.15,,,,,,17.78,,
1226,1999-04-08,1031.96,2747.56,9.34,96.26,1123.15,,,,,,17.78,,
1227,1999-04-09,1034.79,2770.25,9.44,96.26,1123.15,,,,,,17.78,,
1228,1999-04-10,1034.79,2770.25,9.44,96.26,1123.15,,,,,,17.78,,
1229,1999-04-11,1034.79,2770.25,9.44,96.26,1123.15,,,,,,17.78,,
1230,1999-04-12,1034.79,2723.02,9.33,96.26,1123.15,,,,,,17.78,,
1231,1999-04-13,1034.79,2746.47,9.41,96.26,1123.15,,,,,,17.78,,
1232,1999-04-14,1032.14,2746.33,9.45,96.26,1123.15,,,,,,17.78,,
1233,1999-04-15,1031.29,2711.36,9.33,96.26,1123.15,,,,,,17.78,,
1234,1999-04-16,1030.83,2695.36,9.32,96.26,1123.15,,,,,,17.78,,
1235,1999-04-17,1030.83,2695.36,9.32,96.26,1123.15,,,,,,17.78,,
1236,1999-04-18,1030.83,2695.36,9.32,96.26,1123.15,,,,,,17.78,,
1237,1999-04-19,1030.21,2699.33,9.42,96.26,1123.15,,,,,,17.78,,
1238,1999-04-20,1012.99,2655.59,9.25,96.26,1123.15,,,,,,17.78,,
1239,1999-04-21,1012.78,2682.33,9.34,96.26,1123.15,,,,,,17.78,,
1240,1999-04-22,1031.66,2704.32,9.51,96.26,1123.15,,,,,,17.78,,
1241,1999-04-23,1035.34,2696.58,9.46,96.26,1123.15,,,,,,17.78,,
1242,1999-04-24,1035.34,2696.58,9.46,96.26,1123.15,,,,,,17.78,,
1243,1999-04-25,1035.34,2696.58,9.46,96.26,1123.15,,,,,,17.78,,
1244,1999-04-26,1036.41,2689.23,9.48,96.26,1123.15,,,,,,17.78,,
1245,1999-04-27,1047.02,2724.09,9.61,96.26,1123.15,,,,,,17.78,,
1246,1999-04-28,1047.07,2697.6,9.57,96.26,1123.15,,,,,,17.78,,
1247,1999-04-29,1050.07,2683.9,9.62,96.26,1123.15,,,,,,17.78,,
1248,1999-04-30,1061.56,2669.79,9.65,96.26,1123.15,,10.0,,,,17.78,,
1249,1999-05-01,1061.56,2669.79,9.65,96.26,1123.15,,10.0,,,,17.78,,
1250,1999-05-02,1061.56,2669.79,9.65,96.26,1123.15,,10.0,,,,17.78,,
1251,1999-05-03,1082.69,2687.98,9.76,96.26,1123.15,,10.0,,,,17.78,,
1252,1999-05-04,1090.31,2680.12,9.89,96.26,1123.15,,10.0,,,,17.78,,
1253,1999-05-05,1071.66,2650.83,9.89,96.26,1123.15,,10.0,,,,17.78,,
1254,1999-05-06,1059.28,2627.57,9.65,96.26,1123.15,,10.09,,,,17.78,,
1255,1999-05-07,1050.16,2606.0,9.58,96.26,1123.15,,10.01,,,,17.78,,
1256,1999-05-08,1050.16,2606.0,9.58,96.26,1123.15,,10.01,,,,17.78,,
1257,1999-05-09,1050.16,2606.0,9.58,96.26,1123.15,,10.01,,,,17.78,,
1258,1999-05-10,1054.71,2595.23,9.61,96.26,1123.15,,10.11,,,,17.78,,
1259,1999-05-11,1064.57,2598.63,9.61,96.26,1123.15,,10.07,,,,17.78,,
1260,1999-05-12,1054.06,2573.12,9.7,96.26,1123.15,,10.15,,,,17.78,,
1261,1999-05-13,1054.06,2573.12,9.7,96.26,1123.15,,10.22,,,,17.78,,
1262,1999-05-14,1039.46,2559.35,9.63,96.26,1123.15,,10.28,,,,17.78,,
1263,1999-05-15,1039.46,2559.35,9.63,96.26,1123.15,,10.28,,,,17.78,,
1264,1999-05-16,1039.46,2559.35,9.63,96.26,1123.15,,10.28,,,,17.78,,
1265,1999-05-17,1039.46,2559.35,9.59,96.26,1123.15,,10.09,,,,17.78,,
1266,1999-05-18,1035.76,2484.53,9.66,96.26,1123.15,,10.11,,,,17.78,,
1267,1999-05-19,1051.87,2595.58,9.8,96.26,1123.15,,10.08,,,,17.78,,
1268,1999-05-20,1061.8,2615.85,9.88,96.26,1123.15,,10.16,,,,17.78,,
1269,1999-05-21,1056.93,2616.04,9.89,96.26,1123.15,,10.13,,,,17.78,,
1270,1999-05-22,1056.93,2616.04,9.89,96.26,1123.15,,10.13,,,,17.78,,
1271,1999-05-23,1056.93,2616.04,9.89,96.26,1123.15,,10.13,,,,17.78,,
1272,1999-05-24,1056.93,2616.04,9.89,96.26,1123.15,,10.01,,,,17.78,,
1273,1999-05-25,1048.74,2568.95,9.65,96.26,1123.15,,9.89,,,,17.78,,
1274,1999-05-26,1046.56,2578.4,9.7,96.26,1123.15,,9.75,,,,17.78,,
1275,1999-05-27,1041.55,2587.5,9.63,96.26,1123.15,,9.86,,,,17.78,,
1276,1999-05-28,1033.75,2575.49,9.6,96.26,1123.15,,9.72,,,,17.78,,
1277,1999-05-29,1033.75,2575.49,9.6,96.26,1123.15,,9.72,,,,17.78,,
1278,1999-05-30,1033.75,2575.49,9.6,96.26,1123.15,,9.72,,,,17.78,,
1279,1999-05-31,1038.05,2608.27,9.63,96.26,1123.15,,9.72,,,,17.78,,
1280,1999-06-01,1048.81,2630.11,9.69,96.26,1123.15,,9.83,,,,17.78,,
1281,1999-06-02,1050.27,2602.67,9.68,96.26,1123.15,,9.78,,,,17.78,,
1282,1999-06-03,1058.02,2628.91,9.76,96.26,1123.15,,9.75,,,,17.78,,
1283,1999-06-04,1058.45,2627.38,9.76,96.26,1123.15,,9.81,,,,17.78,,
1284,1999-06-05,1058.45,2627.38,9.76,96.26,1123.15,,9.81,,,,17.78,,
1285,1999-06-06,1058.45,2627.38,9.76,96.26,1123.15,,9.81,,,,17.78,,
1286,1999-06-07,1070.8,2659.1,9.89,96.26,1123.15,,10.01,,,,17.78,,
1287,1999-06-08,1072.46,2665.22,9.92,96.26,1123.15,,10.06,,,,17.78,,
1288,1999-06-09,1081.0,2669.15,9.99,96.26,1123.15,,9.94,,,,17.78,,
1289,1999-06-10,1079.39,2642.06,9.88,96.26,1123.15,,9.92,,,,17.78,,
1290,1999-06-11,1090.28,2663.51,9.99,96.26,1123.15,,9.78,,,,17.78,,
1291,1999-06-12,1090.28,2663.51,9.99,96.26,1123.15,,9.78,,,,17.78,,
1292,1999-06-13,1090.28,2663.51,9.99,96.26,1123.15,,9.78,,,,17.78,,
1293,1999-06-14,1092.86,2648.22,9.93,96.26,1123.15,,9.71,,,,17.78,,
1294,1999-06-15,1088.8,2642.01,9.91,96.26,1123.15,,9.69,,,,17.78,,
1295,1999-06-16,1086.8,2675.49,9.99,96.26,1123.15,,9.75,,,,17.78,,
1296,1999-06-17,1089.16,2674.53,9.92,96.26,1123.15,,10.01,,,,17.78,,
1297,1999-06-18,1101.01,2704.33,9.86,96.26,1123.15,,10.08,,,,17.78,,
1298,1999-06-19,1101.01,2704.33,9.86,96.26,1123.15,,10.08,,,,17.78,,
1299,1999-06-20,1101.01,2704.33,9.86,96.26,1123.15,,10.08,,,,17.78,,
1300,1999-06-21,1105.73,2720.07,9.96,96.26,1123.15,,10.11,,,,17.78,,
1301,1999-06-22,1114.11,2730.95,9.91,96.26,1123.15,,10.16,,,,17.78,,
1302,1999-06-23,1102.9,2706.45,9.84,96.26,1123.15,,10.1,,,,17.78,,
1303,1999-06-24,1103.02,2690.98,9.85,96.26,1123.15,,10.04,,,,17.78,,
1304,1999-06-25,1098.24,2689.85,9.85,96.26,1123.15,,9.95,,,,17.78,,
1305,1999-06-26,1098.24,2689.85,9.85,96.26,1123.15,,9.95,,,,17.78,,
1306,1999-06-27,1098.24,2689.85,9.85,96.26,1123.15,,9.95,,,,17.78,,
1307,1999-06-28,1094.96,2696.79,9.83,96.26,1123.15,,9.95,,,,17.78,,
1308,1999-06-29,1103.21,2713.09,9.91,96.26,1123.15,,10.05,,,,17.78,,
1309,1999-06-30,1106.53,2717.09,9.93,96.26,1123.15,,10.05,,,,17.78,,
1310,1999-07-01,1105.58,2726.73,10.02,96.26,1123.15,,10.32,,,,17.78,,
1311,1999-07-02,1109.92,2732.62,10.07,96.26,1123.15,,10.35,,,,17.78,,
1312,1999-07-03,1109.92,2732.62,10.07,96.26,1123.15,,10.35,,,,17.78,,
1313,1999-07-04,1109.92,2732.62,10.07,96.26,1123.15,,10.35,,,,17.78,,
1314,1999-07-05,1117.34,2765.43,10.2,96.26,1123.15,,10.39,,,,17.78,,
1315,1999-07-06,1114.02,2736.76,10.15,96.26,1123.15,,10.43,,,,17.78,,
1316,1999-07-07,1113.87,2731.89,10.05,96.26,1123.15,,10.42,,,,17.78,,
1317,1999-07-08,1105.52,2725.47,10.0,96.26,1123.15,,10.43,,,,17.78,,
1318,1999-07-09,1112.35,2726.53,10.08,96.26,1123.15,,10.43,,,,17.78,,
1319,1999-07-10,1112.35,2726.53,10.08,96.26,1123.15,,10.43,,,,17.78,,
1320,1999-07-11,1112.35,2726.53,10.08,96.26,1123.15,,10.43,,,,17.78,,
1321,1999-07-12,1114.89,2733.07,10.12,96.26,1123.15,,10.47,,,,17.78,,
1322,1999-07-13,1110.49,2701.72,9.96,96.26,1123.15,,10.43,,,,17.78,,
1323,1999-07-14,1114.83,2735.8,10.06,96.26,1123.15,,10.41,,,,17.78,,
1324,1999-07-15,1125.89,2775.1,10.2,96.26,1123.15,,10.41,,,,17.78,,
1325,1999-07-16,1131.05,2787.3,10.2,96.26,1123.15,,10.47,,,,17.78,,
1326,1999-07-17,1131.05,2787.3,10.2,96.26,1123.15,,10.47,,,,17.78,,
1327,1999-07-18,1131.05,2787.3,10.2,96.26,1123.15,,10.47,,,,17.78,,
1328,1999-07-19,1135.91,2798.19,10.25,96.26,1123.15,,10.5,,,,17.78,,
1329,1999-07-20,1118.42,2770.64,10.06,96.26,1123.15,,10.47,,,,17.78,,
1330,1999-07-21,1111.09,2743.76,9.91,96.26,1123.15,,10.28,,,,17.78,,
1331,1999-07-22,1103.03,2738.89,9.82,96.26,1123.15,,10.28,,,,17.78,,
1332,1999-07-23,1101.09,2766.1,9.89,96.26,1123.15,,10.18,,,,17.78,,
1333,1999-07-24,1101.09,2766.1,9.89,96.26,1123.15,,10.18,,,,17.78,,
1334,1999-07-25,1101.09,2766.1,9.89,96.26,1123.15,,10.18,,,,17.78,,
1335,1999-07-26,1105.01,2776.3,9.8,96.26,1123.15,,10.16,,,,17.78,,
1336,1999-07-27,1115.14,2792.38,9.9,96.26,1123.15,,10.12,,,,17.78,,
1337,1999-07-28,1119.26,2806.21,9.91,96.26,1123.15,,10.2,,,,17.78,,
1338,1999-07-29,1111.71,2770.87,9.75,96.26,1123.15,,10.21,,,,17.78,,
1339,1999-07-30,1108.36,2772.86,9.8,96.26,1123.15,,10.21,,,,17.78,,
1340,1999-07-31,1108.3,2772.86,9.8,96.26,1123.15,,10.21,,,,17.78,,
1341,1999-08-01,1108.3,2772.86,9.8,96.26,1123.15,,10.05,,,,17.78,,
1342,1999-08-02,1092.46,2733.15,9.67,96.26,1123.15,,9.96,,,,17.78,,
1343,1999-08-03,1095.35,2731.17,9.67,96.26,1123.15,,9.89,,,,17.78,,
1344,1999-08-04,1093.1,2710.58,9.59,96.26,1123.15,,9.81,,,,17.78,,
1345,1999-08-05,1086.02,2633.74,9.48,96.26,1123.15,,9.7,,,,17.78,,
1346,1999-08-06,1083.87,2631.6,9.48,96.26,1123.15,,9.74,,,,17.78,,
1347,1999-08-07,1083.87,2631.6,9.48,96.26,1123.15,,9.74,,,,17.78,,
1348,1999-08-08,1083.87,2631.6,9.48,96.26,1123.15,,9.74,,,,17.78,,
1349,1999-08-09,1093.1,2670.99,9.63,96.26,1123.15,,9.66,,,,17.78,,
1350,1999-08-10,1078.5,2624.62,9.56,96.26,1123.15,,9.61,,,,17.78,,
1351,1999-08-11,1093.94,2649.93,9.66,96.26,1123.15,,9.51,,,,17.78,,
1352,1999-08-12,1117.51,2695.88,9.82,96.26,1123.15,,9.65,,,,17.78,,
1353,1999-08-13,1124.38,2718.26,9.89,96.26,1123.15,,9.64,,,,17.78,,
1354,1999-08-14,1124.38,2718.26,9.89,96.26,1123.15,,9.64,,,,17.78,,
1355,1999-08-15,1124.38,2718.26,9.89,96.26,1123.15,,9.64,,,,17.78,,
1356,1999-08-16,1128.88,2733.1,9.94,96.26,1123.15,,9.84,,,,17.78,,
1357,1999-08-17,1134.83,2760.66,10.01,96.26,1123.15,,9.85,,,,17.78,,
1358,1999-08-18,1133.57,2739.37,9.94,96.26,1123.15,,9.94,,,,17.78,,
1359,1999-08-19,1120.48,2692.25,9.8,96.26,1123.15,,9.87,,,,17.78,,
1360,1999-08-20,1136.52,2731.74,9.93,96.26,1123.15,,9.81,,,,17.78,,
1361,1999-08-21,1136.52,2731.74,9.93,96.26,1123.15,,9.81,,,,17.78,,
1362,1999-08-22,1136.52,2731.74,9.93,96.26,1123.15,,9.81,,,,17.78,,
1363,1999-08-23,1146.3,2782.53,10.06,96.26,1123.15,,9.85,,,,17.78,,
1364,1999-08-24,1151.82,2787.42,10.03,96.26,1123.15,,10.0,,,,17.78,,
1365,1999-08-25,1165.02,2852.38,10.1,96.26,1123.15,,10.01,,,,17.78,,
1366,1999-08-26,1169.99,2880.2,10.14,96.26,1123.15,,10.1,,,,17.78,,
1367,1999-08-27,1171.65,2865.4,10.14,96.26,1123.15,,10.01,,,,17.78,,
1368,1999-08-28,1171.65,2865.4,10.14,96.26,1123.15,,10.01,,,,17.78,,
1369,1999-08-29,1171.65,2865.4,10.14,96.26,1123.15,,10.01,,,,17.78,,
1370,1999-08-30,1165.9,2868.47,10.08,96.26,1123.15,,9.95,,,,17.78,,
1371,1999-08-31,1147.22,2868.47,9.91,96.26,1123.15,,9.95,,,,17.78,,
1372,1999-09-01,1143.78,2868.47,9.95,96.26,1123.15,,9.72,,,,17.78,,
1373,1999-09-02,1132.61,2813.52,9.82,96.26,1123.15,,9.79,,,,17.78,,
1374,1999-09-03,1152.83,2868.63,10.03,96.26,1123.15,,9.7,,,,17.78,,
1375,1999-09-04,1152.83,2868.63,10.03,96.26,1123.15,,9.7,,,,17.78,,
1376,1999-09-05,1152.83,2868.63,10.03,96.26,1123.15,,9.7,,,,17.78,,
1377,1999-09-06,1166.27,2903.01,10.1,96.26,1123.15,,9.84,,,,17.78,,
1378,1999-09-07,1161.0,2910.25,10.07,96.26,1123.15,,9.98,,,,17.78,,
1379,1999-09-08,1142.06,2857.82,9.94,96.26,1123.15,,10.01,,,,17.78,,
1380,1999-09-09,1158.07,2883.15,10.01,96.26,1123.15,,9.94,,,,17.78,,
1381,1999-09-10,1174.08,2931.77,10.08,96.26,1123.15,,9.98,,,,17.78,,
1382,1999-09-11,1174.08,2931.77,10.08,96.26,1123.15,,9.98,,,,17.78,,
1383,1999-09-12,1174.08,2931.77,10.08,96.26,1123.15,,9.98,,,,17.78,,
